pmid;title/abstract;sentence_id;sentence;plant;disease;relation;trigger;e1start;e1end;e2start;e2end
8391063;a;8;CONCLUSION: Daily oral administration of high-dose vitamin A is effective in reducing the number of new primary tumors related to tobacco consumption and may improve the disease-free interval in patients curatively resected for stage I lung cancer . ;tobacco;lung cancer;Negative;o;130;137;236;247
8415125;a;0;Here we report that genistein, a soybean isoflavone, strongly inhibits tumor promoter-induced H2O2 formation both in vivo and in vitro. ;soybean;tumor;Treatment_of_disease;o;33;40;71;76
8439494;t;0; Garlic and its significance for the prevention of cancer in humans: a critical view. ;Garlic;cancer;Treatment_of_disease;o;1;7;51;57
8439494;a;0;Recently published results of epidemiologic case-control studies in China and Italy on gastric carcinoma in relation to diet suggest that consuming garlic may reduce the risk of gastric cancer. ;garlic;gastric carcinoma;Treatment_of_disease;x;148;154;87;104
8439494;a;0;Recently published results of epidemiologic case-control studies in China and Italy on gastric carcinoma in relation to diet suggest that consuming garlic may reduce the risk of gastric cancer . ;garlic;gastric cancer;Treatment_of_disease;o;148;154;178;192
8439494;a;1;Chemical constituents of garlic have been tested for their inhibiting effect on carcinogenesis , using in vitro and in vivo models. ;garlic;carcinogenesis;Negative;o;25;31;80;94
8439494;a;2;In most experiments inhibition of tumour growth was established using fresh garlic extract, garlic compounds or synthetically prepared analogs. ;garlic;tumour;Treatment_of_disease;o;76;82;34;40
8439494;a;2;In most experiments inhibition of tumour growth was established using fresh garlic extract, garlic compounds or synthetically prepared analogs. ;garlic;tumour;Treatment_of_disease;o;76;82;34;40
8439494;a;3;In this review the strengths and weaknesses of the experiments are discussed and the outcomes are evaluated to assess the possible significance of garlic or garlic compounds for the prevention of cancer in humans. ;garlic;cancer;Negative;o;147;153;196;202
8439494;a;3;In this review the strengths and weaknesses of the experiments are discussed and the outcomes are evaluated to assess the possible significance of garlic or garlic compounds for the prevention of cancer in humans. ;garlic;cancer;Negative;o;147;153;196;202
8439494;a;5;However, the available evidence warrants further research into the possible role of garlic in the prevention of cancer in humans. ;garlic;cancer;Treatment_of_disease;o;84;90;112;118
8537983;t;0;Consumption of black tea and cancer risk: a prospective cohort study. ;black tea;cancer;Negative;o;15;24;29;35
8537983;a;3;Despite indications from experimental studies that tea may protect against cancer , epidemiologic evidence has been inconclusive. ;tea;cancer;Treatment_of_disease;o;51;54;75;81
8537983;a;4;PURPOSE: The association between black tea consumption and the subsequent risk of stomach, colorectal, lung, and breast cancers was investigated in The Netherlands Cohort Study on Diet and Cancer among 58,279 men and 62,573 women aged 55-69 years. ;black tea;breast cancers;Negative;o;33;42;113;127
8537983;a;4;PURPOSE: The association between black tea consumption and the subsequent risk of stomach, colorectal, lung, and breast cancers was investigated in The Netherlands Cohort Study on Diet and Cancer among 58,279 men and 62,573 women aged 55-69 years. ;black tea;stomach, colorectal, lung, and breast cancers;Negative;o;33;42;82;127
8537983;a;4;PURPOSE: The association between black tea consumption and the subsequent risk of stomach, colorectal, lung, and breast cancers was investigated in The Netherlands Cohort Study on Diet and Cancer among 58,279 men and 62,573 women aged 55-69 years. ;black tea;colorectal, lung, and breast cancers;Negative;o;33;42;91;127
8537983;a;4;PURPOSE: The association between black tea consumption and the subsequent risk of stomach, colorectal, lung, and breast cancers was investigated in The Netherlands Cohort Study on Diet and Cancer among 58,279 men and 62,573 women aged 55-69 years. ;black tea;lung, and breast cancers;Negative;o;33;42;103;127
8537983;a;8;The questionnaire data of case subjects and those of a random subcohort (n = 3500) were used to calculate rate ratios (RRs) of cancer in categories of consumers of black tea compared with nonconsumers. ;black tea;cancer;Negative;o;164;173;127;133
8537983;a;10;No association was observed between tea consumption and risk of colorectal cancer : The risk among tea drinkers in each consumption category was similar to that among nondrinkers. ;tea;colorectal cancer;Negative;o;36;39;64;81
8537983;a;10;No association was observed between tea consumption and risk of colorectal cancer : The risk among tea drinkers in each consumption category was similar to that among nondrinkers. ;tea;colorectal cancer;Negative;o;36;39;64;81
8537983;a;11;"The RR of breast cancer among consumers of five or more cups of tea per day was 1.3 (95% confidence interval = 0.9-2.0); no dose-response association was observed. ";tea;breast cancer;Negative;o;64;67;10;23
8537983;a;12;In age- and sex-adjusted analyses, consumption of tea was inversely associated with stomach (two-sided P for trend = .147) and lung (two-sided P for trend < .001) cancers . ;tea;cancers;Negative;o;50;53;163;170
8537983;a;14;When smoking and dietary factors were taken into account, tea in itself did not appear to protect against stomach and lung cancers : The RRs in all consumption categories were close to unity. ;tea;stomach and lung cancers;Negative;o;58;61;106;130
8537983;a;14;When smoking and dietary factors were taken into account, tea in itself did not appear to protect against stomach and lung cancers : The RRs in all consumption categories were close to unity. ;tea;lung cancers;Negative;o;58;61;118;130
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers). ;tea;cancer;Negative;o;16;19;24;30
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers ). ;tea;breast cancers;Negative;o;16;19;275;289
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers). ;tea;cancer;Negative;o;16;19;24;30
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied ( colorectal, lung, and breast cancers ). ;tea;colorectal, lung, and breast cancers;Negative;o;16;19;254;290
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers ). ;tea;lung, and breast cancers;Negative;o;16;19;265;289
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers). ;tea;cancer;Negative;o;16;19;24;30
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers ). ;tea;breast cancers;Negative;o;16;19;275;289
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers). ;tea;cancer;Negative;o;16;19;24;30
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied ( colorectal, lung, and breast cancers ). ;tea;colorectal, lung, and breast cancers;Negative;o;16;19;254;290
8537983;a;15;Analysis of the tea and cancer relationship in a subgroup that included subjects in the lowest two quintiles of consumption of vegetables and fruits also failed to reveal a protective effect of tea consumption on the risk of three cancer types studied (colorectal, lung, and breast cancers ). ;tea;lung, and breast cancers;Negative;o;16;19;265;289
8537983;a;16;"CONCLUSIONS: This investigation does not support the hypothesis that consumption of black tea protects against four of the major cancers in humans; a cancer-enhancing effect was not evident, either. ";black tea;cancers;Negative;o;84;93;129;136
8537983;a;16;"CONCLUSIONS: This investigation does not support the hypothesis that consumption of black tea protects against four of the major cancers in humans; a cancer -enhancing effect was not evident, either. ";black tea;cancer;Negative;o;84;93;129;135
8582833;t;0;[3 different malignancies of the aerodigestive tract after chronic abuse of cannabis products]. ;cannabis;malignancies;Negative;o;76;84;13;25
8582833;a;0;The occurrence of multilocular malignant tumors in the upper aerodigestive tract in young patients with known marijuana abuse has been described by other authors. ;marijuana;malignant tumors;Cause_of_disease;x;110;119;31;47
8582833;a;3;This case is the first reported that shows the occurrence of three separate malignant tumors with different histologies in the aerodigestive tract which could be related to a chronic abuse of cannabis . ;cannabis;malignant tumors;Cause_of_disease;o;192;200;76;92
